121,-5.5579e-22,4.8178e-23,0.0091219
4,-6,0,-6,1,-4.9029,0.98058,-5,0,-5.5,0.5,-0.7422,-2.3856e-22,-0.73082,-0.016236,-0.72441,-0.043964,-0.73735,-3.6928e-22,0.013916,0.73884,0.38728,1.167,2
4,-20,1,-19,0,-19,1,-20,0,-19.5,0.5,-1.1516,-0.0078097,-1.1103,9.483e-24,-1.1096,-0.0074458,-1.1523,1.1617e-23,0.00018678,1.1303,0.0052,1.6857,0
4,-20,19,-19,19,-19,20,-20,20,-19.5,19.5,-1.0494,-0.19662,-0.9975,-0.19861,-0.9935,-0.21055,-1.0453,-0.20841,8.4467e-05,1.0647,0.0023515,2.0636,0
4,-1,19,-1,20,0,19,0,20,-0.5,19.5,-0.051423,-0.27261,-0.051382,-0.2785,-5.59e-22,-0.27313,-5.5579e-22,-0.279,2.2178e-05,0.30398,0.00061743,2.1008,0
4,-0.98058,4.9029,-1,6,0,6,0,5,-0.5,5.5,-0.14047,-0.23606,-0.096029,-0.24873,-1.4409e-21,-0.25591,-1.3015e-21,-0.23873,0.02312,0.33063,0.64675,4.7884,2
5,-20,2,-20,4,-19,2,-18,2,-18,4,-19,3,-1.1498,-0.015706,-1.1423,-0.032442,-1.1072,-0.015036,-1.0657,-0.014263,-1.0558,-0.029828,0.0014941,1.0874,0.031007,1.9152,0
4,-20,4,-20,6,-18,4,-18,6,-19,5,-1.1423,-0.032442,-1.1315,-0.050311,-1.0558,-0.029828,-1.041,-0.047708,0.0020064,1.133,0.027928,1.7744,0
4,-20,6,-20,8,-18,6,-18,8,-19,7,-1.1315,-0.050311,-1.118,-0.069806,-1.041,-0.047708,-1.0235,-0.068091,0.0020808,1.1366,0.028964,1.8492,0
4,-20,8,-20,10,-18,8,-18,10,-19,9,-1.118,-0.069806,-1.1034,-0.090944,-1.0235,-0.068091,-1.0055,-0.090616,0.0019221,1.1404,0.026755,1.9189,0
4,-20,10,-20,12,-18,10,-18,12,-19,11,-1.1034,-0.090944,-1.089,-0.11344,-1.0055,-0.090616,-0.9884,-0.11461,0.0015619,1.1456,0.021741,1.976,0
4,-20,12,-20,14,-18,12,-18,14,-19,13,-1.089,-0.11344,-1.0756,-0.13686,-0.9884,-0.11461,-0.97327,-0.13934,0.0011349,1.1529,0.015797,2.0176,0
4,-20,14,-20,16,-18,14,-18,16,-19,15,-1.0756,-0.13686,-1.0638,-0.16073,-0.97327,-0.13934,-0.96045,-0.16419,0.00073784,1.1624,0.010271,2.0446,0
5,-20,16,-20,18,-19,18,-18,16,-18,18,-19,17,-1.0638,-0.16073,-1.0537,-0.18474,-1.002,-0.18658,-0.96045,-0.16419,-0.9499,-0.1888,0.00047083,1.1847,0.010481,2.3015,0
5,-18,0,-18,1,-18,2,-16,0,-16,2,-17,1,-1.069,1.9679e-23,-1.0686,-0.0070536,-1.0657,-0.014263,-0.99081,3.5828e-23,-0.98558,-0.012778,0.0017299,1.0271,0.031485,1.8042,0
4,-18,2,-18,4,-16,2,-16,4,-17,3,-1.0657,-0.014263,-1.0558,-0.029828,-0.98558,-0.012778,-0.97135,-0.027575,0.0022261,1.0423,0.030987,1.6553,0
4,-18,4,-18,6,-16,4,-16,6,-17,5,-1.0558,-0.029828,-1.041,-0.047708,-0.97135,-0.027575,-0.95117,-0.045761,0.0027759,1.0432,0.038641,1.7475,0
4,-18,6,-18,8,-16,6,-16,8,-17,7,-1.041,-0.047708,-1.0235,-0.068091,-0.95117,-0.045761,-0.92841,-0.067407,0.0027987,1.043,0.038957,1.8483,0
4,-18,8,-18,10,-16,8,-16,10,-17,9,-1.0235,-0.068091,-1.0055,-0.090616,-0.92841,-0.067407,-0.90608,-0.091689,0.002371,1.0439,0.033005,1.9377,0
4,-18,10,-18,12,-16,10,-16,12,-17,11,-1.0055,-0.090616,-0.9884,-0.11461,-0.90608,-0.091689,-0.88608,-0.11743,0.0017499,1.0474,0.024358,2.0048,0
4,-18,12,-18,14,-16,12,-16,14,-17,13,-0.9884,-0.11461,-0.97327,-0.13934,-0.88608,-0.11743,-0.86925,-0.14356,0.0011297,1.0538,0.015725,2.0485,0
4,-18,14,-18,16,-16,14,-16,16,-17,15,-0.97327,-0.13934,-0.96045,-0.16419,-0.86925,-0.14356,-0.85566,-0.16937,0.0006269,1.0631,0.0087264,2.0728,0
4,-18,16,-18,18,-16,16,-16,18,-17,17,-0.96045,-0.16419,-0.9499,-0.1888,-0.85566,-0.16937,-0.84495,-0.19445,0.00025396,1.0748,0.0035351,2.0832,0
5,-18,18,-18,19,-18,20,-16,18,-16,20,-17,19,-0.9499,-0.1888,-0.94539,-0.20098,-0.94149,-0.21282,-0.84495,-0.19445,-0.83664,-0.21862,0.00035172,0.8803,0.0082761,2.3269,0
4,-16,0,-16,2,-14,0,-14,2,-15,1,-0.99081,3.5828e-23,-0.98558,-0.012778,-0.91729,4.2284e-23,-0.90978,-0.011093,0.0014559,0.95936,0.020266,1.5082,0
4,-16,2,-16,4,-14,2,-14,4,-15,3,-0.98558,-0.012778,-0.97135,-0.027575,-0.90978,-0.011093,-0.88943,-0.025402,0.0031516,0.96,0.04387,1.5906,0
4,-16,4,-16,6,-14,4,-14,6,-15,5,-0.97135,-0.027575,-0.95117,-0.045761,-0.88943,-0.025402,-0.86151,-0.044608,0.0040029,0.95533,0.05572,1.7231,0
4,-16,6,-16,8,-14,6,-14,8,-15,7,-0.95117,-0.045761,-0.92841,-0.067407,-0.86151,-0.044608,-0.83176,-0.068379,0.0037502,0.95013,0.052203,1.861,0
4,-16,8,-16,10,-14,8,-14,10,-15,9,-0.92841,-0.067407,-0.90608,-0.091689,-0.83176,-0.068379,-0.80437,-0.095062,0.0028706,0.94765,0.039959,1.9726,0
4,-16,10,-16,12,-14,10,-14,12,-15,11,-0.90608,-0.091689,-0.88608,-0.11743,-0.80437,-0.095062,-0.78141,-0.12281,0.0018393,0.9493,0.025603,2.0472,0
4,-16,12,-16,14,-14,12,-14,14,-15,13,-0.88608,-0.11743,-0.86925,-0.14356,-0.78141,-0.12281,-0.76325,-0.15028,0.00096364,0.95512,0.013414,2.0884,0
4,-16,14,-16,16,-14,14,-14,16,-15,15,-0.86925,-0.14356,-0.85566,-0.16937,-0.76325,-0.15028,-0.7494,-0.17673,0.00035559,0.96444,0.0049497,2.1054,0
4,-16,16,-16,18,-14,16,-14,18,-15,17,-0.85566,-0.16937,-0.84495,-0.19445,-0.7494,-0.17673,-0.73905,-0.2019,0.00019221,0.97641,0.0026755,2.1071,0
4,-16,18,-16,20,-14,18,-14,20,-15,19,-0.84495,-0.19445,-0.83664,-0.21862,-0.73905,-0.2019,-0.73136,-0.22583,0.00034146,0.99027,0.0047531,2.1005,0
4,-14,0,-14,2,-12,0,-12,2,-13,1,-0.91729,4.2284e-23,-0.90978,-0.011093,-0.85169,4.8178e-23,-0.84022,-0.0092067,0.0022495,0.88705,0.031313,1.3702,0
4,-14,2,-14,4,-12,2,-12,4,-13,3,-0.90978,-0.011093,-0.88943,-0.025402,-0.84022,-0.0092067,-0.81003,-0.023599,0.0050455,0.88156,0.070232,1.5089,0
4,-14,4,-14,6,-12,4,-12,6,-13,5,-0.88943,-0.025402,-0.86151,-0.044608,-0.81003,-0.023599,-0.77086,-0.045183,0.0059046,0.86939,0.082192,1.7116,0
4,-14,6,-14,8,-12,6,-12,8,-13,7,-0.86151,-0.044608,-0.83176,-0.068379,-0.77086,-0.045183,-0.7321,-0.072409,0.0049497,0.85803,0.0689,1.8997,0
4,-14,8,-14,10,-12,8,-12,10,-13,9,-0.83176,-0.068379,-0.80437,-0.095062,-0.7321,-0.072409,-0.69924,-0.1022,0.0032283,0.85181,0.044938,2.0323,0
4,-14,10,-14,12,-12,10,-12,12,-13,11,-0.80437,-0.095062,-0.78141,-0.12281,-0.69924,-0.1022,-0.67381,-0.13194,0.0016283,0.8518,0.022665,2.1061,0
4,-14,12,-14,14,-12,12,-12,14,-13,13,-0.78141,-0.12281,-0.76325,-0.15028,-0.67381,-0.13194,-0.65512,-0.16026,0.00051424,0.85725,0.0071581,2.1363,0
4,-14,14,-14,16,-12,14,-12,16,-13,15,-0.76325,-0.15028,-0.7494,-0.17673,-0.65512,-0.16026,-0.64176,-0.18668,0.00025196,0.86677,0.0035073,2.14,0
4,-14,16,-14,18,-12,16,-12,18,-13,17,-0.7494,-0.17673,-0.73905,-0.2019,-0.64176,-0.18668,-0.63234,-0.21131,0.00055404,0.87913,0.0077122,2.1303,0
4,-14,18,-14,20,-12,18,-12,20,-13,19,-0.73905,-0.2019,-0.73136,-0.22583,-0.63234,-0.21131,-0.6257,-0.23442,0.00068366,0.89336,0.0095165,2.1147,0
4,-12,0,-12,2,-10,0,-10,2,-11,1,-0.85169,4.8178e-23,-0.84022,-0.0092067,-0.79791,4.2369e-23,-0.77929,-0.0075649,0.0037639,0.82315,0.052394,1.1691,1
4,-12,2,-12,4,-10,2,-10,4,-11,3,-0.84022,-0.0092067,-0.81003,-0.023599,-0.77929,-0.0075649,-0.73253,-0.023661,0.0085519,0.8086,0.11904,1.417,1
4,-12,4,-12,6,-10,4,-10,6,-11,5,-0.81003,-0.023599,-0.77086,-0.045183,-0.73253,-0.023661,-0.67682,-0.05002,0.008833,0.786,0.12295,1.734,1
4,-12,6,-12,8,-10,6,-10,8,-11,7,-0.77086,-0.045183,-0.7321,-0.072409,-0.67682,-0.05002,-0.62728,-0.082255,0.0060981,0.76711,0.084885,1.9822,0
